# seg_extrap  step=120000  weights=ema  segs=128  n=2048  elapsed=56s
# cfg: d=832 H=8 blocks=8 layers=1 order=post stdp=addr/perp lam_fixed=-1.0 gain_fixed=-1.0 read=prod diag=keep dist_decay=False
  seg      acc  exact   exact%    churn
    1   0.6710     51     2.49  0.00000
    2   0.6931     55     2.69  0.16503
    3   0.6994     90     4.39  0.11960
    4   0.7027    129     6.30  0.10614
    5   0.7042    175     8.54  0.10406
    6   0.7055    203     9.91  0.10651
    7   0.7059    236    11.52  0.11257
    8   0.7073    265    12.94  0.11929
    9   0.7067    279    13.62  0.12843
   10   0.7066    301    14.70  0.13498
   11   0.7061    308    15.04  0.14188
   12   0.7070    316    15.43  0.14822
   13   0.7057    327    15.97  0.15216
   14   0.7064    339    16.55  0.15595
   15   0.7062    345    16.85  0.15822
   16   0.7055    355    17.33  0.16087  <-train
   17   0.7047    358    17.48  0.16382
   18   0.7044    366    17.87  0.16381
   19   0.7043    376    18.36  0.16661
   20   0.7038    377    18.41  0.16700
   21   0.7050    383    18.70  0.16647
   22   0.7044    389    18.99  0.16576
   23   0.7038    395    19.29  0.16445
   24   0.7056    398    19.43  0.16389
   25   0.7058    402    19.63  0.16247
   26   0.7057    405    19.78  0.16227
   27   0.7060    406    19.82  0.15998
   28   0.7069    409    19.97  0.16133
   29   0.7065    411    20.07  0.15852
   30   0.7065    413    20.17  0.15842
   31   0.7052    413    20.17  0.15898
   32   0.7052    417    20.36  0.15758
   33   0.7053    418    20.41  0.15560
   34   0.7060    421    20.56  0.15259
   35   0.7070    421    20.56  0.15224
   36   0.7053    422    20.61  0.15298
   37   0.7063    424    20.70  0.15081
   38   0.7066    429    20.95  0.15125
   39   0.7068    432    21.09  0.14929
   40   0.7070    432    21.09  0.14820
   41   0.7072    433    21.14  0.14588
   42   0.7072    436    21.29  0.14565
   43   0.7056    438    21.39  0.14512
   44   0.7066    438    21.39  0.14442
   45   0.7055    439    21.44  0.14310
   46   0.7071    439    21.44  0.14219
   47   0.7076    439    21.44  0.14122
   48   0.7070    441    21.53  0.13846
   49   0.7077    442    21.58  0.13806
   50   0.7082    442    21.58  0.13597
   51   0.7080    444    21.68  0.13413
   52   0.7083    446    21.78  0.13499
   53   0.7075    446    21.78  0.13383
   54   0.7078    447    21.83  0.13378
   55   0.7063    447    21.83  0.13458
   56   0.7078    449    21.92  0.13329
   57   0.7070    450    21.97  0.13137
   58   0.7069    450    21.97  0.13071
   59   0.7078    452    22.07  0.13022
   60   0.7067    453    22.12  0.12897
   61   0.7082    455    22.22  0.12813
   62   0.7075    457    22.31  0.12846
   63   0.7092    458    22.36  0.12630
   64   0.7092    459    22.41  0.12590
   65   0.7097    461    22.51  0.12443
   66   0.7100    461    22.51  0.12172
   67   0.7092    461    22.51  0.12191
   68   0.7095    462    22.56  0.12067
   69   0.7091    463    22.61  0.12094
   70   0.7096    466    22.75  0.12121
   71   0.7100    469    22.90  0.12018
   72   0.7107    471    23.00  0.11910
   73   0.7095    471    23.00  0.11875
   74   0.7096    471    23.00  0.11830
   75   0.7100    471    23.00  0.11808
   76   0.7103    472    23.05  0.11502
   77   0.7105    472    23.05  0.11581
   78   0.7104    473    23.10  0.11455
   79   0.7112    474    23.14  0.11371
   80   0.7100    474    23.14  0.11267
   81   0.7106    474    23.14  0.11171
   82   0.7100    476    23.24  0.11200
   83   0.7105    479    23.39  0.11159
   84   0.7100    480    23.44  0.11053
   85   0.7104    480    23.44  0.11028
   86   0.7114    480    23.44  0.10898
   87   0.7099    481    23.49  0.11068
   88   0.7098    481    23.49  0.11007
   89   0.7106    481    23.49  0.10933
   90   0.7100    481    23.49  0.10775
   91   0.7107    481    23.49  0.10709
   92   0.7090    481    23.49  0.10582
   93   0.7099    481    23.49  0.10585
   94   0.7105    482    23.54  0.10397
   95   0.7097    482    23.54  0.10396
   96   0.7106    482    23.54  0.10348
   97   0.7108    482    23.54  0.10327
   98   0.7102    483    23.58  0.10168
   99   0.7106    483    23.58  0.10104
  100   0.7093    483    23.58  0.10069
  101   0.7099    484    23.63  0.09970
  102   0.7091    484    23.63  0.09925
  103   0.7095    484    23.63  0.09978
  104   0.7092    484    23.63  0.09953
  105   0.7101    484    23.63  0.09769
  106   0.7104    484    23.63  0.09734
  107   0.7087    484    23.63  0.09720
  108   0.7100    484    23.63  0.09643
  109   0.7095    484    23.63  0.09664
  110   0.7102    485    23.68  0.09575
  111   0.7097    485    23.68  0.09447
  112   0.7087    485    23.68  0.09455
  113   0.7097    485    23.68  0.09321
  114   0.7085    485    23.68  0.09368
  115   0.7091    485    23.68  0.09314
  116   0.7087    485    23.68  0.09360
  117   0.7084    485    23.68  0.09231
  118   0.7091    485    23.68  0.09338
  119   0.7093    485    23.68  0.09231
  120   0.7102    485    23.68  0.09126
  121   0.7090    485    23.68  0.09051
  122   0.7084    485    23.68  0.08904
  123   0.7088    485    23.68  0.08983
  124   0.7087    486    23.73  0.08980
  125   0.7095    486    23.73  0.08947
  126   0.7096    486    23.73  0.08791
  127   0.7091    487    23.78  0.08794
  128   0.7087    487    23.78  0.08891

train seg16: acc 0.7055  exact 355/2048 (17.33%)
best acc:    seg 86  0.7114  (+0.0060)
best exact:  seg 127  487/2048 (23.78%)  (+132, +6.45%p)
