# seg_extrap  step=10000  weights=ema  segs=128  n=512  elapsed=55s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6568      1     0.20  0.00000
    2   0.6707     13     2.54  0.10436
    3   0.6754     13     2.54  0.05563
    4   0.6791     13     2.54  0.03967
    5   0.6819     13     2.54  0.03045
    6   0.6827     13     2.54  0.02462
    7   0.6829     13     2.54  0.02035
    8   0.6840     13     2.54  0.01726
    9   0.6844     13     2.54  0.01444
   10   0.6840     13     2.54  0.01288
   11   0.6849     13     2.54  0.01189
   12   0.6848     13     2.54  0.01230
   13   0.6850     13     2.54  0.01230
   14   0.6854     13     2.54  0.01230
   15   0.6846     13     2.54  0.01194
   16   0.6845     13     2.54  0.01208  <-train
   17   0.6843     13     2.54  0.01196
   18   0.6845     13     2.54  0.01266
   19   0.6846     13     2.54  0.01157
   20   0.6844     13     2.54  0.01172
   21   0.6848     13     2.54  0.01220
   22   0.6840     13     2.54  0.01247
   23   0.6849     13     2.54  0.01345
   24   0.6845     13     2.54  0.01242
   25   0.6844     13     2.54  0.01223
   26   0.6851     13     2.54  0.01283
   27   0.6841     13     2.54  0.01223
   28   0.6849     13     2.54  0.01196
   29   0.6848     13     2.54  0.01208
   30   0.6854     13     2.54  0.01203
   31   0.6849     13     2.54  0.01239
   32   0.6851     13     2.54  0.01235
   33   0.6845     13     2.54  0.01210
   34   0.6846     13     2.54  0.01230
   35   0.6845     13     2.54  0.01210
   36   0.6847     13     2.54  0.01268
   37   0.6849     13     2.54  0.01256
   38   0.6849     13     2.54  0.01268
   39   0.6842     13     2.54  0.01251
   40   0.6849     13     2.54  0.01251
   41   0.6854     13     2.54  0.01273
   42   0.6848     13     2.54  0.01266
   43   0.6846     13     2.54  0.01237
   44   0.6851     13     2.54  0.01312
   45   0.6848     13     2.54  0.01235
   46   0.6853     13     2.54  0.01237
   47   0.6851     13     2.54  0.01232
   48   0.6852     13     2.54  0.01208
   49   0.6848     13     2.54  0.01162
   50   0.6851     13     2.54  0.01285
   51   0.6847     13     2.54  0.01261
   52   0.6851     13     2.54  0.01273
   53   0.6848     13     2.54  0.01295
   54   0.6859     13     2.54  0.01232
   55   0.6842     13     2.54  0.01278
   56   0.6854     13     2.54  0.01302
   57   0.6852     13     2.54  0.01208
   58   0.6852     13     2.54  0.01251
   59   0.6851     13     2.54  0.01304
   60   0.6855     13     2.54  0.01261
   61   0.6854     13     2.54  0.01182
   62   0.6853     13     2.54  0.01235
   63   0.6852     13     2.54  0.01285
   64   0.6839     13     2.54  0.01232
   65   0.6854     13     2.54  0.01210
   66   0.6848     13     2.54  0.01203
   67   0.6849     13     2.54  0.01321
   68   0.6855     13     2.54  0.01304
   69   0.6846     13     2.54  0.01292
   70   0.6851     13     2.54  0.01266
   71   0.6850     13     2.54  0.01268
   72   0.6850     13     2.54  0.01251
   73   0.6852     13     2.54  0.01264
   74   0.6848     13     2.54  0.01283
   75   0.6855     13     2.54  0.01249
   76   0.6842     13     2.54  0.01259
   77   0.6850     13     2.54  0.01232
   78   0.6848     13     2.54  0.01235
   79   0.6849     13     2.54  0.01244
   80   0.6853     13     2.54  0.01333
   81   0.6848     13     2.54  0.01283
   82   0.6845     13     2.54  0.01227
   83   0.6851     13     2.54  0.01314
   84   0.6853     13     2.54  0.01201
   85   0.6850     13     2.54  0.01319
   86   0.6851     13     2.54  0.01280
   87   0.6853     13     2.54  0.01273
   88   0.6847     13     2.54  0.01285
   89   0.6849     13     2.54  0.01213
   90   0.6853     13     2.54  0.01223
   91   0.6854     13     2.54  0.01203
   92   0.6850     13     2.54  0.01304
   93   0.6845     13     2.54  0.01266
   94   0.6847     13     2.54  0.01307
   95   0.6850     13     2.54  0.01300
   96   0.6849     13     2.54  0.01331
   97   0.6849     13     2.54  0.01218
   98   0.6846     13     2.54  0.01227
   99   0.6852     13     2.54  0.01312
  100   0.6848     13     2.54  0.01297
  101   0.6849     13     2.54  0.01297
  102   0.6853     13     2.54  0.01292
  103   0.6852     13     2.54  0.01326
  104   0.6853     13     2.54  0.01336
  105   0.6850     13     2.54  0.01285
  106   0.6851     13     2.54  0.01292
  107   0.6853     13     2.54  0.01227
  108   0.6849     13     2.54  0.01264
  109   0.6850     13     2.54  0.01300
  110   0.6845     13     2.54  0.01343
  111   0.6848     13     2.54  0.01256
  112   0.6845     13     2.54  0.01237
  113   0.6849     13     2.54  0.01300
  114   0.6848     13     2.54  0.01237
  115   0.6846     13     2.54  0.01295
  116   0.6855     13     2.54  0.01353
  117   0.6849     13     2.54  0.01307
  118   0.6849     13     2.54  0.01213
  119   0.6851     13     2.54  0.01348
  120   0.6848     13     2.54  0.01333
  121   0.6848     13     2.54  0.01239
  122   0.6853     13     2.54  0.01324
  123   0.6848     13     2.54  0.01266
  124   0.6846     13     2.54  0.01264
  125   0.6852     13     2.54  0.01292
  126   0.6851     13     2.54  0.01223
  127   0.6843     13     2.54  0.01232
  128   0.6854     13     2.54  0.01261

train seg16: acc 0.6845  exact 13/512 (2.54%)
best acc:    seg 54  0.6859  (+0.0013)
best exact:  seg 2  13/512 (2.54%)  (+0, +0.00%p)
