# seg_extrap  step=160000  weights=ema  segs=128  n=512  elapsed=126s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6720     12     2.34  0.00000
    2   0.7135     13     2.54  0.16821
    3   0.7424     36     7.03  0.10834
    4   0.7575     80    15.62  0.06711
    5   0.7680    116    22.66  0.05343
    6   0.7727    147    28.71  0.04581
    7   0.7759    163    31.84  0.04360
    8   0.7799    175    34.18  0.04145
    9   0.7819    186    36.33  0.04138
   10   0.7855    192    37.50  0.04437
   11   0.7880    202    39.45  0.04454
   12   0.7915    209    40.82  0.04878
   13   0.7933    215    41.99  0.05170
   14   0.7946    223    43.55  0.05348
   15   0.7986    227    44.34  0.05582
   16   0.8016    234    45.70  0.05898  <-train
   17   0.8009    236    46.09  0.05886
   18   0.8039    239    46.68  0.05929
   19   0.8053    243    47.46  0.05609
   20   0.8091    248    48.44  0.05722
   21   0.8096    253    49.41  0.05898
   22   0.8108    254    49.61  0.05920
   23   0.8107    256    50.00  0.05864
   24   0.8125    258    50.39  0.05905
   25   0.8143    259    50.59  0.05838
   26   0.8146    264    51.56  0.05949
   27   0.8166    265    51.76  0.05934
   28   0.8201    265    51.76  0.05975
   29   0.8225    267    52.15  0.06098
   30   0.8238    269    52.54  0.06182
   31   0.8253    271    52.93  0.05587
   32   0.8261    274    53.52  0.05611
   33   0.8281    277    54.10  0.05474
   34   0.8288    279    54.49  0.05674
   35   0.8303    281    54.88  0.05703
   36   0.8283    283    55.27  0.05799
   37   0.8281    285    55.66  0.05789
   38   0.8318    285    55.66  0.05705
   39   0.8342    286    55.86  0.05724
   40   0.8336    288    56.25  0.05503
   41   0.8331    288    56.25  0.05433
   42   0.8327    289    56.45  0.05553
   43   0.8342    290    56.64  0.05486
   44   0.8354    293    57.23  0.05707
   45   0.8379    295    57.62  0.05476
   46   0.8383    296    57.81  0.05382
   47   0.8369    296    57.81  0.05339
   48   0.8369    296    57.81  0.05305
   49   0.8381    296    57.81  0.05449
   50   0.8364    297    58.01  0.05138
   51   0.8382    296    57.81  0.05245
   52   0.8390    296    57.81  0.05117
   53   0.8390    297    58.01  0.05261
   54   0.8386    297    58.01  0.05240
   55   0.8380    298    58.20  0.05360
   56   0.8390    298    58.20  0.05314
   57   0.8412    299    58.40  0.04926
   58   0.8425    301    58.79  0.05153
   59   0.8416    301    58.79  0.05235
   60   0.8406    301    58.79  0.05457
   61   0.8403    302    58.98  0.05363
   62   0.8399    302    58.98  0.05119
   63   0.8395    302    58.98  0.05095
   64   0.8393    304    59.38  0.05307
   65   0.8410    305    59.57  0.05213
   66   0.8402    305    59.57  0.05329
   67   0.8399    305    59.57  0.05126
   68   0.8399    305    59.57  0.05088
   69   0.8414    305    59.57  0.05433
   70   0.8427    306    59.77  0.05466
   71   0.8465    307    59.96  0.05490
   72   0.8485    307    59.96  0.04938
   73   0.8495    307    59.96  0.04905
   74   0.8487    307    59.96  0.05001
   75   0.8504    308    60.16  0.05044
   76   0.8498    308    60.16  0.04842
   77   0.8512    312    60.94  0.04921
   78   0.8499    312    60.94  0.04786
   79   0.8488    313    61.13  0.04895
   80   0.8480    314    61.33  0.04825
   81   0.8485    314    61.33  0.04931
   82   0.8489    314    61.33  0.04813
   83   0.8498    314    61.33  0.04644
   84   0.8500    314    61.33  0.05078
   85   0.8506    315    61.52  0.04970
   86   0.8505    315    61.52  0.05020
   87   0.8510    316    61.72  0.05054
   88   0.8507    316    61.72  0.05170
   89   0.8516    316    61.72  0.04854
   90   0.8528    318    62.11  0.04830
   91   0.8537    320    62.50  0.04794
   92   0.8540    321    62.70  0.04519
   93   0.8551    321    62.70  0.04656
   94   0.8549    323    63.09  0.04786
   95   0.8567    323    63.09  0.05006
   96   0.8572    323    63.09  0.04909
   97   0.8589    324    63.28  0.04979
   98   0.8567    325    63.48  0.04555
   99   0.8577    325    63.48  0.04487
  100   0.8576    326    63.67  0.04461
  101   0.8587    326    63.67  0.04540
  102   0.8594    326    63.67  0.04656
  103   0.8583    328    64.06  0.04615
  104   0.8591    328    64.06  0.04490
  105   0.8591    328    64.06  0.04627
  106   0.8596    328    64.06  0.04769
  107   0.8579    328    64.06  0.04839
  108   0.8564    328    64.06  0.04598
  109   0.8546    328    64.06  0.04550
  110   0.8568    328    64.06  0.04502
  111   0.8575    328    64.06  0.04487
  112   0.8580    330    64.45  0.04692
  113   0.8610    331    64.65  0.04439
  114   0.8599    331    64.65  0.04360
  115   0.8605    332    64.84  0.04422
  116   0.8603    333    65.04  0.04524
  117   0.8616    333    65.04  0.04461
  118   0.8646    333    65.04  0.04639
  119   0.8660    334    65.23  0.04413
  120   0.8658    334    65.23  0.04603
  121   0.8663    336    65.62  0.04369
  122   0.8655    337    65.82  0.04502
  123   0.8644    337    65.82  0.04328
  124   0.8641    337    65.82  0.04567
  125   0.8652    337    65.82  0.04478
  126   0.8660    337    65.82  0.04531
  127   0.8671    337    65.82  0.04586
  128   0.8666    338    66.02  0.04473

train seg16: acc 0.8016  exact 234/512 (45.70%)
best acc:    seg 127  0.8671  (+0.0655)
best exact:  seg 128  338/512 (66.02%)  (+104, +20.31%p)
