# seg_extrap  step=40000  weights=ema  segs=128  n=512  elapsed=59s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6696     10     1.95  0.00000
    2   0.6899     13     2.54  0.16807
    3   0.6983     29     5.66  0.10494
    4   0.6992     55    10.74  0.08572
    5   0.7013     73    14.26  0.08307
    6   0.6988     89    17.38  0.08724
    7   0.7024     97    18.95  0.09317
    8   0.7006     99    19.34  0.10074
    9   0.7000    104    20.31  0.10807
   10   0.7012    106    20.70  0.11400
   11   0.7018    107    20.90  0.11868
   12   0.6999    108    21.09  0.12259
   13   0.7016    111    21.68  0.12517
   14   0.7020    112    21.88  0.12524
   15   0.7023    114    22.27  0.12637
   16   0.7029    115    22.46  0.12753  <-train
   17   0.7018    117    22.85  0.12695
   18   0.7073    117    22.85  0.12862
   19   0.7063    119    23.24  0.12746
   20   0.7078    120    23.44  0.12785
   21   0.7093    122    23.83  0.12801
   22   0.7103    123    24.02  0.13057
   23   0.7069    124    24.22  0.12970
   24   0.7092    126    24.61  0.12657
   25   0.7116    129    25.20  0.12719
   26   0.7114    131    25.59  0.12724
   27   0.7113    133    25.98  0.12813
   28   0.7112    134    26.17  0.12850
   29   0.7123    134    26.17  0.12731
   30   0.7127    136    26.56  0.12864
   31   0.7125    136    26.56  0.12924
   32   0.7142    137    26.76  0.12758
   33   0.7127    137    26.76  0.12674
   34   0.7148    138    26.95  0.12893
   35   0.7131    139    27.15  0.12782
   36   0.7156    139    27.15  0.12461
   37   0.7142    139    27.15  0.12471
   38   0.7145    139    27.15  0.12365
   39   0.7158    141    27.54  0.12457
   40   0.7176    143    27.93  0.12457
   41   0.7180    144    28.12  0.12121
   42   0.7203    147    28.71  0.12020
   43   0.7207    148    28.91  0.12044
   44   0.7221    150    29.30  0.12211
   45   0.7194    151    29.49  0.11977
   46   0.7227    152    29.69  0.12061
   47   0.7221    153    29.88  0.12172
   48   0.7237    154    30.08  0.12030
   49   0.7241    154    30.08  0.12133
   50   0.7248    155    30.27  0.12011
   51   0.7267    156    30.47  0.11815
   52   0.7279    156    30.47  0.12064
   53   0.7257    158    30.86  0.12129
   54   0.7264    158    30.86  0.11888
   55   0.7262    158    30.86  0.11962
   56   0.7260    160    31.25  0.11825
   57   0.7253    159    31.05  0.11721
   58   0.7271    159    31.05  0.12047
   59   0.7267    161    31.45  0.12247
   60   0.7256    161    31.45  0.12244
   61   0.7256    161    31.45  0.11948
   62   0.7254    161    31.45  0.11904
   63   0.7270    160    31.25  0.11856
   64   0.7260    162    31.64  0.11716
   65   0.7271    163    31.84  0.11907
   66   0.7286    164    32.03  0.11953
   67   0.7275    164    32.03  0.11907
   68   0.7271    164    32.03  0.11866
   69   0.7277    165    32.23  0.12018
   70   0.7282    166    32.42  0.11557
   71   0.7290    167    32.62  0.11593
   72   0.7315    167    32.62  0.11707
   73   0.7296    167    32.62  0.11668
   74   0.7304    168    32.81  0.11651
   75   0.7295    169    33.01  0.11678
   76   0.7295    169    33.01  0.11610
   77   0.7303    169    33.01  0.11671
   78   0.7284    168    32.81  0.11813
   79   0.7315    169    33.01  0.11810
   80   0.7327    168    32.81  0.11750
   81   0.7324    171    33.40  0.11499
   82   0.7312    171    33.40  0.11343
   83   0.7321    171    33.40  0.11497
   84   0.7317    171    33.40  0.11784
   85   0.7307    171    33.40  0.11523
   86   0.7281    171    33.40  0.11567
   87   0.7302    172    33.59  0.11400
   88   0.7295    172    33.59  0.11755
   89   0.7311    172    33.59  0.11429
   90   0.7320    172    33.59  0.11673
   91   0.7319    173    33.79  0.11444
   92   0.7343    173    33.79  0.11374
   93   0.7338    174    33.98  0.11413
   94   0.7339    175    34.18  0.11379
   95   0.7329    175    34.18  0.11212
   96   0.7344    175    34.18  0.11179
   97   0.7343    175    34.18  0.11598
   98   0.7358    175    34.18  0.11548
   99   0.7350    176    34.38  0.11273
  100   0.7368    176    34.38  0.11058
  101   0.7362    177    34.57  0.11118
  102   0.7344    177    34.57  0.11236
  103   0.7333    177    34.57  0.11347
  104   0.7343    177    34.57  0.11181
  105   0.7345    177    34.57  0.11543
  106   0.7339    177    34.57  0.11482
  107   0.7363    177    34.57  0.11408
  108   0.7401    177    34.57  0.11403
  109   0.7388    177    34.57  0.11656
  110   0.7395    177    34.57  0.11400
  111   0.7377    178    34.77  0.11335
  112   0.7382    179    34.96  0.11340
  113   0.7382    179    34.96  0.11236
  114   0.7364    179    34.96  0.11234
  115   0.7378    180    35.16  0.10899
  116   0.7374    180    35.16  0.10942
  117   0.7346    180    35.16  0.11217
  118   0.7345    179    34.96  0.11111
  119   0.7341    179    34.96  0.11249
  120   0.7349    179    34.96  0.11044
  121   0.7353    179    34.96  0.11531
  122   0.7356    178    34.77  0.11557
  123   0.7365    180    35.16  0.11545
  124   0.7389    180    35.16  0.11167
  125   0.7406    181    35.35  0.11060
  126   0.7395    181    35.35  0.11256
  127   0.7396    181    35.35  0.11712
  128   0.7375    181    35.35  0.11521

train seg16: acc 0.7029  exact 115/512 (22.46%)
best acc:    seg 125  0.7406  (+0.0377)
best exact:  seg 125  181/512 (35.35%)  (+66, +12.89%p)
