# seg_extrap  step=130000  weights=ema  segs=128  n=512  elapsed=59s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6719     11     2.15  0.00000
    2   0.7132     14     2.73  0.16708
    3   0.7362     31     6.05  0.10588
    4   0.7523     82    16.02  0.07603
    5   0.7617    114    22.27  0.05604
    6   0.7679    140    27.34  0.05102
    7   0.7720    160    31.25  0.05081
    8   0.7728    182    35.55  0.04815
    9   0.7721    192    37.50  0.04979
   10   0.7721    195    38.09  0.05539
   11   0.7754    199    38.87  0.05736
   12   0.7776    204    39.84  0.06607
   13   0.7779    211    41.21  0.07113
   14   0.7814    214    41.80  0.07639
   15   0.7851    217    42.38  0.08066
   16   0.7896    222    43.36  0.08136  <-train
   17   0.7907    225    43.95  0.08025
   18   0.7927    228    44.53  0.08198
   19   0.7962    235    45.90  0.07875
   20   0.7990    237    46.29  0.07378
   21   0.8015    242    47.27  0.07499
   22   0.8044    248    48.44  0.07407
   23   0.8058    253    49.41  0.07726
   24   0.8073    257    50.20  0.07757
   25   0.8061    259    50.59  0.07728
   26   0.8103    261    50.98  0.07608
   27   0.8123    264    51.56  0.07492
   28   0.8163    267    52.15  0.07673
   29   0.8207    271    52.93  0.07239
   30   0.8233    272    53.12  0.07065
   31   0.8266    277    54.10  0.06838
   32   0.8261    281    54.88  0.07403
   33   0.8267    285    55.66  0.06969
   34   0.8278    288    56.25  0.07063
   35   0.8307    291    56.84  0.06682
   36   0.8305    292    57.03  0.06337
   37   0.8340    293    57.23  0.06421
   38   0.8367    297    58.01  0.06530
   39   0.8378    300    58.59  0.06334
   40   0.8377    300    58.59  0.06513
   41   0.8377    302    58.98  0.06305
   42   0.8367    303    59.18  0.06098
   43   0.8379    305    59.57  0.05770
   44   0.8391    305    59.57  0.06325
   45   0.8413    308    60.16  0.06211
   46   0.8425    311    60.74  0.06175
   47   0.8435    312    60.94  0.05763
   48   0.8451    312    60.94  0.05835
   49   0.8454    312    60.94  0.05838
   50   0.8465    313    61.13  0.05982
   51   0.8466    314    61.33  0.05915
   52   0.8480    315    61.52  0.05524
   53   0.8488    317    61.91  0.05531
   54   0.8512    317    61.91  0.05797
   55   0.8506    320    62.50  0.05869
   56   0.8526    320    62.50  0.05888
   57   0.8564    322    62.89  0.05500
   58   0.8556    323    63.09  0.05539
   59   0.8561    326    63.67  0.05437
   60   0.8556    328    64.06  0.05348
   61   0.8584    329    64.26  0.05659
   62   0.8587    332    64.84  0.05505
   63   0.8560    333    65.04  0.05358
   64   0.8571    335    65.43  0.05570
   65   0.8574    336    65.62  0.05189
   66   0.8586    337    65.82  0.05341
   67   0.8602    337    65.82  0.05249
   68   0.8614    338    66.02  0.05351
   69   0.8637    341    66.60  0.05228
   70   0.8652    343    66.99  0.05153
   71   0.8668    344    67.19  0.04948
   72   0.8705    346    67.58  0.04784
   73   0.8695    347    67.77  0.04733
   74   0.8691    347    67.77  0.05035
   75   0.8701    347    67.77  0.04864
   76   0.8705    348    67.97  0.04731
   77   0.8708    349    68.16  0.04574
   78   0.8698    349    68.16  0.04750
   79   0.8706    351    68.55  0.04854
   80   0.8731    352    68.75  0.05025
   81   0.8737    353    68.95  0.04864
   82   0.8730    353    68.95  0.04830
   83   0.8749    353    68.95  0.04837
   84   0.8753    353    68.95  0.04798
   85   0.8762    353    68.95  0.04432
   86   0.8755    354    69.14  0.04666
   87   0.8761    355    69.34  0.04726
   88   0.8762    355    69.34  0.04871
   89   0.8789    358    69.92  0.04784
   90   0.8787    358    69.92  0.04728
   91   0.8771    359    70.12  0.04695
   92   0.8757    359    70.12  0.04524
   93   0.8780    359    70.12  0.04497
   94   0.8768    359    70.12  0.04328
   95   0.8770    359    70.12  0.04335
   96   0.8759    360    70.31  0.04357
   97   0.8760    361    70.51  0.04232
   98   0.8764    361    70.51  0.04319
   99   0.8783    362    70.70  0.04374
  100   0.8786    362    70.70  0.04442
  101   0.8773    363    70.90  0.04425
  102   0.8768    364    71.09  0.04536
  103   0.8763    364    71.09  0.04596
  104   0.8776    365    71.29  0.04509
  105   0.8782    365    71.29  0.04282
  106   0.8792    365    71.29  0.04200
  107   0.8806    365    71.29  0.04292
  108   0.8803    366    71.48  0.04302
  109   0.8839    368    71.88  0.04439
  110   0.8886    368    71.88  0.04454
  111   0.8909    368    71.88  0.04352
  112   0.8886    368    71.88  0.04328
  113   0.8871    369    72.07  0.03938
  114   0.8868    370    72.27  0.04068
  115   0.8882    371    72.46  0.04075
  116   0.8874    371    72.46  0.04348
  117   0.8868    373    72.85  0.04237
  118   0.8868    372    72.66  0.04171
  119   0.8874    373    72.85  0.04159
  120   0.8894    373    72.85  0.04020
  121   0.8932    375    73.24  0.03892
  122   0.8926    375    73.24  0.03976
  123   0.8917    375    73.24  0.04350
  124   0.8913    376    73.44  0.03991
  125   0.8913    376    73.44  0.04058
  126   0.8906    376    73.44  0.03998
  127   0.8878    377    73.63  0.03740
  128   0.8869    377    73.63  0.03776

train seg16: acc 0.7896  exact 222/512 (43.36%)
best acc:    seg 121  0.8932  (+0.1036)
best exact:  seg 127  377/512 (73.63%)  (+155, +30.27%p)
