# seg_extrap  step=120000  weights=ema  segs=128  n=512  elapsed=60s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6736     12     2.34  0.00000
    2   0.7099     15     2.93  0.15755
    3   0.7368     41     8.01  0.10593
    4   0.7523     82    16.02  0.07120
    5   0.7629    108    21.09  0.05712
    6   0.7690    129    25.20  0.05240
    7   0.7735    145    28.32  0.05155
    8   0.7743    158    30.86  0.05273
    9   0.7772    169    33.01  0.05348
   10   0.7806    181    35.35  0.05729
   11   0.7825    192    37.50  0.06050
   12   0.7846    198    38.67  0.06508
   13   0.7865    206    40.23  0.06990
   14   0.7857    207    40.43  0.07330
   15   0.7892    214    41.80  0.07919
   16   0.7888    217    42.38  0.07812  <-train
   17   0.7910    220    42.97  0.07822
   18   0.7901    223    43.55  0.07853
   19   0.7914    226    44.14  0.07894
   20   0.7916    229    44.73  0.08143
   21   0.7946    229    44.73  0.08449
   22   0.7942    237    46.29  0.07866
   23   0.7947    240    46.88  0.07685
   24   0.7969    240    46.88  0.07311
   25   0.8011    245    47.85  0.07646
   26   0.8024    248    48.44  0.07726
   27   0.8027    252    49.22  0.07774
   28   0.8037    254    49.61  0.07448
   29   0.8049    256    50.00  0.07706
   30   0.8066    258    50.39  0.07583
   31   0.8102    259    50.59  0.07533
   32   0.8112    260    50.78  0.07234
   33   0.8137    261    50.98  0.07171
   34   0.8165    264    51.56  0.07362
   35   0.8154    266    51.95  0.07383
   36   0.8172    267    52.15  0.07325
   37   0.8169    267    52.15  0.07542
   38   0.8177    268    52.34  0.07207
   39   0.8173    269    52.54  0.07092
   40   0.8192    270    52.73  0.07248
   41   0.8191    272    53.12  0.07316
   42   0.8221    274    53.52  0.07005
   43   0.8229    276    53.91  0.07087
   44   0.8225    276    53.91  0.07330
   45   0.8235    279    54.49  0.07104
   46   0.8248    280    54.69  0.06821
   47   0.8242    281    54.88  0.06860
   48   0.8271    283    55.27  0.07055
   49   0.8284    283    55.27  0.06935
   50   0.8278    286    55.86  0.06727
   51   0.8295    286    55.86  0.06718
   52   0.8296    287    56.05  0.06925
   53   0.8290    288    56.25  0.06696
   54   0.8318    289    56.45  0.06665
   55   0.8342    291    56.84  0.06515
   56   0.8324    291    56.84  0.06614
   57   0.8320    294    57.42  0.06588
   58   0.8306    294    57.42  0.06286
   59   0.8302    294    57.42  0.06105
   60   0.8322    296    57.81  0.06236
   61   0.8321    298    58.20  0.06621
   62   0.8319    299    58.40  0.06665
   63   0.8346    299    58.40  0.06371
   64   0.8352    300    58.59  0.06182
   65   0.8378    301    58.79  0.06226
   66   0.8405    302    58.98  0.06373
   67   0.8398    301    58.79  0.06481
   68   0.8412    302    58.98  0.06344
   69   0.8419    302    58.98  0.06344
   70   0.8410    303    59.18  0.06141
   71   0.8393    303    59.18  0.06129
   72   0.8376    304    59.38  0.06096
   73   0.8384    305    59.57  0.06144
   74   0.8384    305    59.57  0.06250
   75   0.8406    305    59.57  0.06595
   76   0.8424    305    59.57  0.06252
   77   0.8447    306    59.77  0.06296
   78   0.8438    306    59.77  0.06190
   79   0.8452    307    59.96  0.06228
   80   0.8464    310    60.55  0.06168
   81   0.8468    311    60.74  0.05990
   82   0.8459    312    60.94  0.06031
   83   0.8476    312    60.94  0.05876
   84   0.8454    313    61.13  0.05944
   85   0.8463    314    61.33  0.06021
   86   0.8449    315    61.52  0.05941
   87   0.8472    315    61.52  0.05992
   88   0.8458    316    61.72  0.05765
   89   0.8457    317    61.91  0.05811
   90   0.8464    317    61.91  0.05724
   91   0.8485    318    62.11  0.05785
   92   0.8503    319    62.30  0.05874
   93   0.8503    319    62.30  0.05987
   94   0.8499    319    62.30  0.05886
   95   0.8479    319    62.30  0.05534
   96   0.8501    319    62.30  0.05705
   97   0.8516    319    62.30  0.05792
   98   0.8510    319    62.30  0.05715
   99   0.8531    319    62.30  0.05732
  100   0.8541    321    62.70  0.05722
  101   0.8550    322    62.89  0.05893
  102   0.8555    322    62.89  0.05659
  103   0.8554    323    63.09  0.05758
  104   0.8567    324    63.28  0.05604
  105   0.8560    324    63.28  0.05563
  106   0.8558    324    63.28  0.05454
  107   0.8544    324    63.28  0.05295
  108   0.8539    325    63.48  0.05454
  109   0.8553    325    63.48  0.05669
  110   0.8557    325    63.48  0.05659
  111   0.8564    325    63.48  0.05681
  112   0.8590    326    63.67  0.05628
  113   0.8574    328    64.06  0.05445
  114   0.8559    328    64.06  0.05454
  115   0.8566    328    64.06  0.05457
  116   0.8565    328    64.06  0.05466
  117   0.8561    328    64.06  0.05498
  118   0.8574    328    64.06  0.05317
  119   0.8541    328    64.06  0.05517
  120   0.8567    328    64.06  0.05406
  121   0.8560    329    64.26  0.05319
  122   0.8575    329    64.26  0.05449
  123   0.8580    329    64.26  0.05295
  124   0.8574    330    64.45  0.05437
  125   0.8587    330    64.45  0.05517
  126   0.8589    332    64.84  0.05471
  127   0.8597    332    64.84  0.05454
  128   0.8615    332    64.84  0.05220

train seg16: acc 0.7888  exact 217/512 (42.38%)
best acc:    seg 128  0.8615  (+0.0727)
best exact:  seg 126  332/512 (64.84%)  (+115, +22.46%p)
