# seg_extrap  step=150000  weights=ema  segs=128  n=512  elapsed=60s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6734     10     1.95  0.00000
    2   0.7108     14     2.73  0.17089
    3   0.7391     35     6.84  0.11446
    4   0.7555     84    16.41  0.08275
    5   0.7673    118    23.05  0.06985
    6   0.7724    144    28.12  0.06535
    7   0.7758    160    31.25  0.06465
    8   0.7793    178    34.77  0.06819
    9   0.7792    184    35.94  0.06997
   10   0.7802    190    37.11  0.07511
   11   0.7795    192    37.50  0.08010
   12   0.7827    197    38.48  0.08541
   13   0.7868    205    40.04  0.08854
   14   0.7914    208    40.62  0.08681
   15   0.7959    217    42.38  0.08924
   16   0.7933    219    42.77  0.08975  <-train
   17   0.7942    224    43.75  0.08922
   18   0.7945    229    44.73  0.08642
   19   0.7942    232    45.31  0.08825
   20   0.7956    235    45.90  0.08869
   21   0.7981    238    46.48  0.08502
   22   0.8016    239    46.68  0.08722
   23   0.8043    243    47.46  0.08922
   24   0.8076    247    48.24  0.08454
   25   0.8095    250    48.83  0.08591
   26   0.8110    251    49.02  0.08370
   27   0.8131    254    49.61  0.08210
   28   0.8142    256    50.00  0.07716
   29   0.8159    258    50.39  0.07986
   30   0.8161    259    50.59  0.08068
   31   0.8180    262    51.17  0.08145
   32   0.8179    263    51.37  0.08017
   33   0.8214    266    51.95  0.08198
   34   0.8222    269    52.54  0.07866
   35   0.8262    273    53.32  0.07608
   36   0.8268    274    53.52  0.07723
   37   0.8278    278    54.30  0.07745
   38   0.8307    280    54.69  0.07333
   39   0.8353    281    54.88  0.07412
   40   0.8340    281    54.88  0.07188
   41   0.8337    287    56.05  0.07381
   42   0.8326    288    56.25  0.07125
   43   0.8307    290    56.64  0.06983
   44   0.8322    291    56.84  0.07024
   45   0.8320    294    57.42  0.07246
   46   0.8318    294    57.42  0.07441
   47   0.8337    294    57.42  0.07202
   48   0.8363    295    57.62  0.07243
   49   0.8391    299    58.40  0.07198
   50   0.8405    301    58.79  0.06896
   51   0.8415    303    59.18  0.06870
   52   0.8429    304    59.38  0.06884
   53   0.8425    306    59.77  0.06877
   54   0.8431    306    59.77  0.07104
   55   0.8470    307    59.96  0.06783
   56   0.8467    309    60.35  0.06718
   57   0.8457    311    60.74  0.06525
   58   0.8467    311    60.74  0.06416
   59   0.8479    312    60.94  0.06380
   60   0.8495    313    61.13  0.06026
   61   0.8493    313    61.13  0.06424
   62   0.8482    314    61.33  0.06578
   63   0.8476    314    61.33  0.06583
   64   0.8472    314    61.33  0.06354
   65   0.8473    314    61.33  0.06455
   66   0.8493    314    61.33  0.06638
   67   0.8494    314    61.33  0.06718
   68   0.8490    314    61.33  0.06556
   69   0.8509    315    61.52  0.06368
   70   0.8535    315    61.52  0.06337
   71   0.8546    318    62.11  0.06496
   72   0.8551    322    62.89  0.06134
   73   0.8541    322    62.89  0.06272
   74   0.8541    322    62.89  0.06269
   75   0.8539    323    63.09  0.06240
   76   0.8542    323    63.09  0.06366
   77   0.8559    323    63.09  0.06262
   78   0.8589    323    63.09  0.06038
   79   0.8588    324    63.28  0.06064
   80   0.8567    326    63.67  0.06219
   81   0.8602    327    63.87  0.05980
   82   0.8601    327    63.87  0.05937
   83   0.8608    327    63.87  0.06192
   84   0.8596    328    64.06  0.05932
   85   0.8607    331    64.65  0.05958
   86   0.8617    333    65.04  0.05888
   87   0.8600    333    65.04  0.05693
   88   0.8595    333    65.04  0.05898
   89   0.8604    334    65.23  0.06014
   90   0.8591    334    65.23  0.05830
   91   0.8598    334    65.23  0.05604
   92   0.8588    336    65.62  0.05932
   93   0.8598    336    65.62  0.05814
   94   0.8618    337    65.82  0.05674
   95   0.8637    337    65.82  0.05551
   96   0.8634    337    65.82  0.05710
   97   0.8625    338    66.02  0.05601
   98   0.8637    338    66.02  0.05433
   99   0.8654    338    66.02  0.05592
  100   0.8662    339    66.21  0.05789
  101   0.8658    338    66.02  0.05879
  102   0.8654    338    66.02  0.05780
  103   0.8651    338    66.02  0.05785
  104   0.8649    339    66.21  0.05568
  105   0.8658    341    66.60  0.05543
  106   0.8669    341    66.60  0.05500
  107   0.8663    342    66.80  0.05589
  108   0.8676    342    66.80  0.05616
  109   0.8669    343    66.99  0.05408
  110   0.8682    344    67.19  0.05611
  111   0.8679    344    67.19  0.05437
  112   0.8691    345    67.38  0.05503
  113   0.8696    345    67.38  0.05633
  114   0.8685    346    67.58  0.05404
  115   0.8716    347    67.77  0.05466
  116   0.8702    347    67.77  0.05486
  117   0.8709    347    67.77  0.05471
  118   0.8710    347    67.77  0.05695
  119   0.8713    347    67.77  0.05546
  120   0.8699    347    67.77  0.05638
  121   0.8702    347    67.77  0.05404
  122   0.8696    347    67.77  0.05365
  123   0.8700    347    67.77  0.05208
  124   0.8704    347    67.77  0.05517
  125   0.8716    348    67.97  0.05609
  126   0.8716    348    67.97  0.05635
  127   0.8706    348    67.97  0.05449
  128   0.8704    349    68.16  0.05478

train seg16: acc 0.7933  exact 219/512 (42.77%)
best acc:    seg 125  0.8716  (+0.0783)
best exact:  seg 128  349/512 (68.16%)  (+130, +25.39%p)
