# seg_extrap  step=20000  weights=ema  segs=128  n=512  elapsed=60s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6620      7     1.37  0.00000
    2   0.6798     13     2.54  0.11926
    3   0.6874     13     2.54  0.05384
    4   0.6923     16     3.12  0.04239
    5   0.6951     24     4.69  0.03737
    6   0.6987     34     6.64  0.03629
    7   0.7011     51     9.96  0.03410
    8   0.7015     62    12.11  0.03675
    9   0.7026     73    14.26  0.03672
   10   0.7013     77    15.04  0.03928
   11   0.7032     84    16.41  0.04051
   12   0.7018     89    17.38  0.04417
   13   0.7017     93    18.16  0.04444
   14   0.7020     93    18.16  0.04654
   15   0.7017     94    18.36  0.04873
   16   0.7027     95    18.55  0.04958  <-train
   17   0.7016     95    18.55  0.05160
   18   0.7013     95    18.55  0.05252
   19   0.7028     95    18.55  0.05285
   20   0.7030     96    18.75  0.05416
   21   0.7034     98    19.14  0.05401
   22   0.7026     99    19.34  0.05435
   23   0.7038    100    19.53  0.05613
   24   0.7031    101    19.73  0.05539
   25   0.7032    100    19.53  0.05652
   26   0.7012    101    19.73  0.05616
   27   0.7021    102    19.92  0.05789
   28   0.7022    102    19.92  0.05693
   29   0.7021    102    19.92  0.05671
   30   0.7013    102    19.92  0.05773
   31   0.7016    102    19.92  0.05698
   32   0.7021    102    19.92  0.05888
   33   0.7015    103    20.12  0.05814
   34   0.7011    104    20.31  0.06093
   35   0.7027    104    20.31  0.05905
   36   0.7006    103    20.12  0.05823
   37   0.7011    103    20.12  0.05958
   38   0.7006    102    19.92  0.05961
   39   0.7006    102    19.92  0.05934
   40   0.7014    103    20.12  0.06108
   41   0.7021    103    20.12  0.05867
   42   0.7013    103    20.12  0.05867
   43   0.7009    102    19.92  0.05756
   44   0.7013    103    20.12  0.05642
   45   0.7003    103    20.12  0.05705
   46   0.7017    104    20.31  0.05912
   47   0.7018    105    20.51  0.05927
   48   0.7004    105    20.51  0.05924
   49   0.7023    105    20.51  0.05782
   50   0.7021    106    20.70  0.05765
   51   0.7030    107    20.90  0.05635
   52   0.7034    109    21.29  0.05818
   53   0.7037    109    21.29  0.05657
   54   0.7035    110    21.48  0.05715
   55   0.7035    109    21.29  0.05809
   56   0.7044    110    21.48  0.05816
   57   0.7036    110    21.48  0.05917
   58   0.7040    111    21.68  0.05821
   59   0.7030    111    21.68  0.05804
   60   0.7044    112    21.88  0.05910
   61   0.7041    111    21.68  0.05917
   62   0.7041    111    21.68  0.05746
   63   0.7047    111    21.68  0.05978
   64   0.7054    111    21.68  0.05944
   65   0.7041    110    21.48  0.05811
   66   0.7053    111    21.68  0.05823
   67   0.7045    111    21.68  0.05758
   68   0.7048    111    21.68  0.05765
   69   0.7044    111    21.68  0.05924
   70   0.7044    111    21.68  0.05852
   71   0.7045    110    21.48  0.05736
   72   0.7054    111    21.68  0.05811
   73   0.7048    112    21.88  0.05903
   74   0.7052    112    21.88  0.05727
   75   0.7058    112    21.88  0.05787
   76   0.7042    113    22.07  0.05746
   77   0.7045    112    21.88  0.05775
   78   0.7034    112    21.88  0.05700
   79   0.7035    113    22.07  0.05809
   80   0.7034    113    22.07  0.05652
   81   0.7035    112    21.88  0.05625
   82   0.7030    112    21.88  0.05751
   83   0.7033    112    21.88  0.05727
   84   0.7031    111    21.68  0.05727
   85   0.7033    112    21.88  0.05652
   86   0.7046    112    21.88  0.05647
   87   0.7046    112    21.88  0.05842
   88   0.7055    112    21.88  0.05700
   89   0.7043    112    21.88  0.05657
   90   0.7047    111    21.68  0.05826
   91   0.7043    112    21.88  0.05736
   92   0.7046    112    21.88  0.05809
   93   0.7044    113    22.07  0.05847
   94   0.7047    112    21.88  0.05758
   95   0.7052    113    22.07  0.05828
   96   0.7047    113    22.07  0.05787
   97   0.7063    113    22.07  0.05741
   98   0.7046    115    22.46  0.05633
   99   0.7057    115    22.46  0.05758
  100   0.7053    115    22.46  0.05756
  101   0.7041    115    22.46  0.05698
  102   0.7052    115    22.46  0.05681
  103   0.7027    114    22.27  0.05724
  104   0.7057    115    22.46  0.05785
  105   0.7033    116    22.66  0.05765
  106   0.7036    115    22.46  0.05792
  107   0.7049    115    22.46  0.05871
  108   0.7031    115    22.46  0.05748
  109   0.7048    115    22.46  0.05756
  110   0.7043    114    22.27  0.05633
  111   0.7050    115    22.46  0.05674
  112   0.7054    115    22.46  0.05548
  113   0.7051    115    22.46  0.05681
  114   0.7048    115    22.46  0.05642
  115   0.7052    115    22.46  0.05647
  116   0.7041    114    22.27  0.05647
  117   0.7052    115    22.46  0.05657
  118   0.7038    115    22.46  0.05638
  119   0.7043    115    22.46  0.05686
  120   0.7057    115    22.46  0.05888
  121   0.7037    115    22.46  0.05886
  122   0.7054    115    22.46  0.05642
  123   0.7031    114    22.27  0.05816
  124   0.7037    115    22.46  0.05823
  125   0.7029    115    22.46  0.05864
  126   0.7034    115    22.46  0.05761
  127   0.7032    115    22.46  0.05881
  128   0.7029    115    22.46  0.05787

train seg16: acc 0.7027  exact 95/512 (18.55%)
best acc:    seg 97  0.7063  (+0.0036)
best exact:  seg 105  116/512 (22.66%)  (+21, +4.10%p)
