# seg_extrap  step=180000  weights=ema  segs=128  n=2048  elapsed=94s
# cfg: d=832 H=8 blocks=8 layers=2 order=post stdp=addr/psi lam_fixed=1.0 gain_fixed=1.0
  seg      acc  exact   exact%    churn
    1   0.7290     54     2.64  0.00000
    2   0.7791    327    15.97  0.16022
    3   0.8005    647    31.59  0.09366
    4   0.8078    773    37.74  0.07094
    5   0.8130    848    41.41  0.06658
    6   0.8159    895    43.70  0.06456
    7   0.8160    920    44.92  0.06372
    8   0.8189    943    46.04  0.06549
    9   0.8188    962    46.97  0.06656
   10   0.8223    976    47.66  0.06758
   11   0.8234    999    48.78  0.06667
   12   0.8242   1016    49.61  0.06671
   13   0.8252   1027    50.15  0.06574
   14   0.8247   1036    50.59  0.06362
   15   0.8275   1042    50.88  0.06366
   16   0.8276   1056    51.56  0.06482  <-train
   17   0.8280   1062    51.86  0.06352
   18   0.8292   1069    52.20  0.06226
   19   0.8305   1075    52.49  0.06223
   20   0.8311   1081    52.78  0.06030
   21   0.8319   1089    53.17  0.06006
   22   0.8336   1097    53.56  0.05990
   23   0.8335   1102    53.81  0.05894
   24   0.8328   1105    53.96  0.05885
   25   0.8343   1109    54.15  0.05827
   26   0.8353   1113    54.35  0.05726
   27   0.8351   1116    54.49  0.05755
   28   0.8359   1128    55.08  0.05650
   29   0.8374   1136    55.47  0.05577
   30   0.8374   1139    55.62  0.05695
   31   0.8374   1141    55.71  0.05468
   32   0.8384   1145    55.91  0.05502
   33   0.8386   1151    56.20  0.05615
   34   0.8394   1156    56.45  0.05448
   35   0.8410   1160    56.64  0.05422
   36   0.8402   1161    56.69  0.05422
   37   0.8403   1162    56.74  0.05380
   38   0.8413   1167    56.98  0.05279
   39   0.8414   1167    56.98  0.05282
   40   0.8409   1169    57.08  0.05310
   41   0.8412   1171    57.18  0.05298
   42   0.8409   1172    57.23  0.05237
   43   0.8413   1172    57.23  0.05314
   44   0.8421   1175    57.37  0.05372
   45   0.8424   1177    57.47  0.05159
   46   0.8425   1180    57.62  0.05177
   47   0.8422   1180    57.62  0.05062
   48   0.8432   1180    57.62  0.05093
   49   0.8426   1181    57.67  0.05163
   50   0.8435   1182    57.71  0.05142
   51   0.8422   1182    57.71  0.05144
   52   0.8432   1183    57.76  0.05143
   53   0.8423   1185    57.86  0.05106
   54   0.8428   1185    57.86  0.05233
   55   0.8434   1188    58.01  0.05164
   56   0.8436   1189    58.06  0.05065
   57   0.8432   1191    58.15  0.05092
   58   0.8434   1191    58.15  0.05008
   59   0.8443   1191    58.15  0.04989
   60   0.8431   1192    58.20  0.05043
   61   0.8446   1193    58.25  0.05073
   62   0.8448   1194    58.30  0.05156
   63   0.8450   1196    58.40  0.05031
   64   0.8446   1196    58.40  0.05028
   65   0.8447   1196    58.40  0.05006
   66   0.8449   1199    58.54  0.05020
   67   0.8447   1200    58.59  0.05009
   68   0.8449   1201    58.64  0.05047
   69   0.8445   1202    58.69  0.05027
   70   0.8449   1202    58.69  0.04975
   71   0.8448   1202    58.69  0.05002
   72   0.8452   1202    58.69  0.04875
   73   0.8450   1203    58.74  0.04948
   74   0.8451   1203    58.74  0.04974
   75   0.8455   1204    58.79  0.04992
   76   0.8460   1204    58.79  0.05040
   77   0.8453   1204    58.79  0.04952
   78   0.8465   1204    58.79  0.04942
   79   0.8459   1204    58.79  0.04952
   80   0.8455   1205    58.84  0.05008
   81   0.8452   1205    58.84  0.05027
   82   0.8452   1206    58.89  0.04944
   83   0.8456   1206    58.89  0.04887
   84   0.8453   1206    58.89  0.04917
   85   0.8466   1207    58.94  0.05047
   86   0.8458   1207    58.94  0.04973
   87   0.8453   1207    58.94  0.04861
   88   0.8468   1209    59.03  0.04965
   89   0.8458   1209    59.03  0.04930
   90   0.8457   1210    59.08  0.04790
   91   0.8460   1210    59.08  0.04929
   92   0.8456   1210    59.08  0.04878
   93   0.8465   1210    59.08  0.04910
   94   0.8463   1210    59.08  0.04907
   95   0.8468   1210    59.08  0.04949
   96   0.8464   1211    59.13  0.04888
   97   0.8470   1212    59.18  0.04809
   98   0.8464   1212    59.18  0.04782
   99   0.8468   1212    59.18  0.05027
  100   0.8471   1212    59.18  0.04887
  101   0.8464   1212    59.18  0.04903
  102   0.8470   1213    59.23  0.04877
  103   0.8475   1215    59.33  0.04850
  104   0.8465   1216    59.38  0.04810
  105   0.8471   1217    59.42  0.05031
  106   0.8469   1217    59.42  0.04899
  107   0.8480   1217    59.42  0.04928
  108   0.8476   1219    59.52  0.04762
  109   0.8472   1219    59.52  0.04885
  110   0.8477   1219    59.52  0.04846
  111   0.8483   1222    59.67  0.04801
  112   0.8488   1224    59.77  0.04804
  113   0.8486   1225    59.81  0.04811
  114   0.8480   1226    59.86  0.04905
  115   0.8484   1226    59.86  0.04741
  116   0.8490   1226    59.86  0.04622
  117   0.8486   1226    59.86  0.04750
  118   0.8476   1227    59.91  0.04827
  119   0.8478   1227    59.91  0.04795
  120   0.8485   1227    59.91  0.04710
  121   0.8485   1228    59.96  0.04691
  122   0.8477   1228    59.96  0.04857
  123   0.8488   1228    59.96  0.04750
  124   0.8494   1228    59.96  0.04715
  125   0.8490   1228    59.96  0.04746
  126   0.8484   1228    59.96  0.04747
  127   0.8491   1229    60.01  0.04732
  128   0.8494   1230    60.06  0.04786

train seg16: acc 0.8276  exact 1056/2048 (51.56%)
best acc:    seg 128  0.8494  (+0.0218)
best exact:  seg 128  1230/2048 (60.06%)  (+174, +8.50%p)
