# seg_extrap  step=60000  weights=ema  segs=128  n=2048  elapsed=97s
# cfg: d=832 H=8 blocks=8 layers=2 order=post stdp=addr/psi lam_fixed=1.0 gain_fixed=1.0 read=mul diag=zero dist_decay=False
  seg      acc  exact   exact%    churn
    1   0.6720     53     2.59  0.00000
    2   0.6874     65     3.17  0.08753
    3   0.6950    109     5.32  0.04460
    4   0.7004    180     8.79  0.03250
    5   0.7036    240    11.72  0.02511
    6   0.7059    279    13.62  0.02249
    7   0.7071    303    14.79  0.02220
    8   0.7073    315    15.38  0.02476
    9   0.7083    323    15.77  0.02787
   10   0.7074    332    16.21  0.03300
   11   0.7078    338    16.50  0.03900
   12   0.7086    344    16.80  0.04568
   13   0.7087    349    17.04  0.05345
   14   0.7091    359    17.53  0.05903
   15   0.7089    373    18.21  0.06420
   16   0.7092    386    18.85  0.07355  <-train
   17   0.7098    391    19.09  0.07821
   18   0.7102    403    19.68  0.08456
   19   0.7100    409    19.97  0.08980
   20   0.7107    413    20.17  0.09321
   21   0.7107    416    20.31  0.09801
   22   0.7102    420    20.51  0.10165
   23   0.7098    427    20.85  0.10349
   24   0.7111    433    21.14  0.10611
   25   0.7124    439    21.44  0.10739
   26   0.7126    444    21.68  0.11080
   27   0.7126    449    21.92  0.11155
   28   0.7132    454    22.17  0.11308
   29   0.7125    457    22.31  0.11417
   30   0.7126    459    22.41  0.11685
   31   0.7133    464    22.66  0.11649
   32   0.7124    464    22.66  0.11785
   33   0.7127    464    22.66  0.11962
   34   0.7145    467    22.80  0.11998
   35   0.7138    469    22.90  0.11906
   36   0.7129    471    23.00  0.11929
   37   0.7130    472    23.05  0.11871
   38   0.7130    474    23.14  0.11923
   39   0.7143    474    23.14  0.12085
   40   0.7140    476    23.24  0.11885
   41   0.7138    477    23.29  0.12087
   42   0.7144    477    23.29  0.12211
   43   0.7166    479    23.39  0.12184
   44   0.7149    481    23.49  0.12005
   45   0.7164    484    23.63  0.12064
   46   0.7163    488    23.83  0.12096
   47   0.7160    489    23.88  0.12012
   48   0.7160    489    23.88  0.12085
   49   0.7164    490    23.93  0.12074
   50   0.7161    491    23.97  0.12009
   51   0.7164    492    24.02  0.12098
   52   0.7168    493    24.07  0.12114
   53   0.7164    494    24.12  0.12138
   54   0.7155    494    24.12  0.12076
   55   0.7168    497    24.27  0.12253
   56   0.7171    497    24.27  0.12199
   57   0.7161    497    24.27  0.12097
   58   0.7166    501    24.46  0.12184
   59   0.7171    501    24.46  0.12092
   60   0.7164    502    24.51  0.12074
   61   0.7165    503    24.56  0.12069
   62   0.7170    503    24.56  0.12006
   63   0.7165    503    24.56  0.12116
   64   0.7174    504    24.61  0.12246
   65   0.7181    507    24.76  0.12188
   66   0.7172    508    24.80  0.12124
   67   0.7174    510    24.90  0.12050
   68   0.7170    510    24.90  0.12190
   69   0.7179    510    24.90  0.12016
   70   0.7178    510    24.90  0.12067
   71   0.7178    510    24.90  0.12118
   72   0.7171    510    24.90  0.11906
   73   0.7176    511    24.95  0.12045
   74   0.7176    511    24.95  0.11944
   75   0.7171    512    25.00  0.11950
   76   0.7180    512    25.00  0.12032
   77   0.7186    512    25.00  0.12044
   78   0.7181    514    25.10  0.12203
   79   0.7170    514    25.10  0.12154
   80   0.7181    514    25.10  0.12282
   81   0.7188    515    25.15  0.12084
   82   0.7187    515    25.15  0.12194
   83   0.7186    516    25.20  0.12293
   84   0.7200    516    25.20  0.12173
   85   0.7195    517    25.24  0.12155
   86   0.7193    518    25.29  0.12047
   87   0.7195    519    25.34  0.12175
   88   0.7193    520    25.39  0.12323
   89   0.7196    520    25.39  0.12288
   90   0.7200    520    25.39  0.12273
   91   0.7200    520    25.39  0.12087
   92   0.7195    520    25.39  0.12240
   93   0.7197    521    25.44  0.12175
   94   0.7199    521    25.44  0.12122
   95   0.7219    525    25.63  0.12012
   96   0.7201    526    25.68  0.12021
   97   0.7204    526    25.68  0.12012
   98   0.7204    527    25.73  0.12065
   99   0.7202    527    25.73  0.12053
  100   0.7198    527    25.73  0.12160
  101   0.7209    527    25.73  0.12181
  102   0.7200    527    25.73  0.12156
  103   0.7213    528    25.78  0.11979
  104   0.7211    528    25.78  0.12061
  105   0.7220    528    25.78  0.12103
  106   0.7208    529    25.83  0.12094
  107   0.7204    530    25.88  0.12076
  108   0.7210    530    25.88  0.12170
  109   0.7208    531    25.93  0.12064
  110   0.7202    532    25.98  0.12057
  111   0.7203    532    25.98  0.12106
  112   0.7215    533    26.03  0.12050
  113   0.7223    533    26.03  0.12040
  114   0.7236    533    26.03  0.11997
  115   0.7218    534    26.07  0.11919
  116   0.7225    534    26.07  0.12025
  117   0.7234    534    26.07  0.12031
  118   0.7225    535    26.12  0.12060
  119   0.7233    536    26.17  0.12092
  120   0.7219    536    26.17  0.11956
  121   0.7229    536    26.17  0.11811
  122   0.7221    536    26.17  0.12039
  123   0.7232    537    26.22  0.12045
  124   0.7228    537    26.22  0.11973
  125   0.7220    538    26.27  0.11941
  126   0.7224    538    26.27  0.11978
  127   0.7222    539    26.32  0.12044
  128   0.7222    539    26.32  0.11954

train seg16: acc 0.7092  exact 386/2048 (18.85%)
best acc:    seg 114  0.7236  (+0.0144)
best exact:  seg 127  539/2048 (26.32%)  (+153, +7.47%p)
