# seg_extrap  step=100000  weights=ema  segs=128  n=512  elapsed=63s
# cfg: d=832 H=8 blocks=8 layers=1 order=post stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6720     13     2.54  0.00000
    2   0.7106     13     2.54  0.16025
    3   0.7284     28     5.47  0.09795
    4   0.7380     65    12.70  0.07653
    5   0.7416     83    16.21  0.06752
    6   0.7447     89    17.38  0.07043
    7   0.7477     98    19.14  0.07557
    8   0.7487    108    21.09  0.08302
    9   0.7495    120    23.44  0.08543
   10   0.7481    125    24.41  0.09098
   11   0.7487    129    25.20  0.09918
   12   0.7498    133    25.98  0.10518
   13   0.7500    134    26.17  0.10771
   14   0.7505    135    26.37  0.11285
   15   0.7509    137    26.76  0.11468
   16   0.7470    138    26.95  0.11977  <-train
   17   0.7491    140    27.34  0.11998
   18   0.7492    141    27.54  0.12596
   19   0.7524    141    27.54  0.12348
   20   0.7519    142    27.73  0.12237
   21   0.7538    145    28.32  0.12141
   22   0.7532    145    28.32  0.11897
   23   0.7530    149    29.10  0.12121
   24   0.7530    149    29.10  0.12201
   25   0.7529    149    29.10  0.12124
   26   0.7535    149    29.10  0.12416
   27   0.7542    149    29.10  0.12165
   28   0.7530    149    29.10  0.12490
   29   0.7519    150    29.30  0.12613
   30   0.7548    150    29.30  0.12420
   31   0.7554    150    29.30  0.12329
   32   0.7532    150    29.30  0.12228
   33   0.7554    151    29.49  0.12244
   34   0.7554    151    29.49  0.12300
   35   0.7558    153    29.88  0.12401
   36   0.7581    153    29.88  0.12599
   37   0.7557    153    29.88  0.12560
   38   0.7554    155    30.27  0.12609
   39   0.7601    157    30.66  0.12399
   40   0.7581    158    30.86  0.12307
   41   0.7561    158    30.86  0.12266
   42   0.7569    158    30.86  0.12126
   43   0.7583    158    30.86  0.12102
   44   0.7586    158    30.86  0.12432
   45   0.7565    158    30.86  0.12529
   46   0.7558    158    30.86  0.12430
   47   0.7565    158    30.86  0.12076
   48   0.7575    158    30.86  0.11996
   49   0.7571    161    31.45  0.12150
   50   0.7588    161    31.45  0.12387
   51   0.7574    161    31.45  0.12266
   52   0.7607    162    31.64  0.12143
   53   0.7580    162    31.64  0.12184
   54   0.7554    162    31.64  0.12486
   55   0.7578    163    31.84  0.12358
   56   0.7584    163    31.84  0.12158
   57   0.7591    163    31.84  0.12244
   58   0.7600    163    31.84  0.12138
   59   0.7580    164    32.03  0.12259
   60   0.7609    164    32.03  0.12264
   61   0.7589    164    32.03  0.12071
   62   0.7605    165    32.23  0.11972
   63   0.7609    166    32.42  0.12141
   64   0.7622    166    32.42  0.11941
   65   0.7611    166    32.42  0.11748
   66   0.7613    168    32.81  0.11989
   67   0.7613    169    33.01  0.11955
   68   0.7612    169    33.01  0.12073
   69   0.7640    169    33.01  0.12066
   70   0.7624    171    33.40  0.12201
   71   0.7654    171    33.40  0.11909
   72   0.7627    171    33.40  0.11957
   73   0.7609    172    33.59  0.11656
   74   0.7624    172    33.59  0.11844
   75   0.7639    172    33.59  0.11793
   76   0.7631    172    33.59  0.11661
   77   0.7614    172    33.59  0.11991
   78   0.7653    172    33.59  0.11837
   79   0.7627    172    33.59  0.11822
   80   0.7641    172    33.59  0.11598
   81   0.7623    172    33.59  0.11793
   82   0.7650    173    33.79  0.11839
   83   0.7630    173    33.79  0.11784
   84   0.7656    174    33.98  0.12148
   85   0.7626    174    33.98  0.11740
   86   0.7630    175    34.18  0.11825
   87   0.7641    175    34.18  0.11704
   88   0.7638    175    34.18  0.11736
   89   0.7645    175    34.18  0.11627
   90   0.7656    177    34.57  0.11555
   91   0.7667    178    34.77  0.11516
   92   0.7671    178    34.77  0.11545
   93   0.7672    178    34.77  0.11456
   94   0.7655    178    34.77  0.11560
   95   0.7637    178    34.77  0.11753
   96   0.7657    179    34.96  0.11897
   97   0.7659    179    34.96  0.11490
   98   0.7650    179    34.96  0.11622
   99   0.7653    179    34.96  0.11574
  100   0.7651    179    34.96  0.11456
  101   0.7675    179    34.96  0.11632
  102   0.7652    179    34.96  0.11369
  103   0.7645    179    34.96  0.11523
  104   0.7636    179    34.96  0.11774
  105   0.7651    179    34.96  0.11883
  106   0.7645    179    34.96  0.11815
  107   0.7650    179    34.96  0.11793
  108   0.7668    179    34.96  0.11673
  109   0.7643    179    34.96  0.11743
  110   0.7647    179    34.96  0.11405
  111   0.7656    179    34.96  0.11921
  112   0.7647    179    34.96  0.11806
  113   0.7651    179    34.96  0.11562
  114   0.7655    179    34.96  0.11615
  115   0.7644    179    34.96  0.11552
  116   0.7671    179    34.96  0.11673
  117   0.7664    179    34.96  0.11798
  118   0.7659    180    35.16  0.11639
  119   0.7644    180    35.16  0.11924
  120   0.7647    180    35.16  0.11970
  121   0.7675    180    35.16  0.12025
  122   0.7676    180    35.16  0.11671
  123   0.7675    180    35.16  0.11630
  124   0.7649    180    35.16  0.11615
  125   0.7681    180    35.16  0.11671
  126   0.7668    180    35.16  0.11579
  127   0.7675    180    35.16  0.11724
  128   0.7666    180    35.16  0.11810

train seg16: acc 0.7470  exact 138/512 (26.95%)
best acc:    seg 125  0.7681  (+0.0211)
best exact:  seg 118  180/512 (35.16%)  (+42, +8.20%p)
