# seg_extrap  step=130000  weights=ema  segs=128  n=512  elapsed=60s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6692     10     1.95  0.00000
    2   0.7061     14     2.73  0.15389
    3   0.7294     30     5.86  0.10014
    4   0.7428     70    13.67  0.07106
    5   0.7494    103    20.12  0.05669
    6   0.7558    120    23.44  0.05339
    7   0.7576    131    25.59  0.04972
    8   0.7599    143    27.93  0.05317
    9   0.7605    147    28.71  0.05662
   10   0.7633    152    29.69  0.06096
   11   0.7648    165    32.23  0.06219
   12   0.7679    171    33.40  0.06780
   13   0.7685    176    34.38  0.07135
   14   0.7714    182    35.55  0.07581
   15   0.7755    189    36.91  0.07791
   16   0.7809    193    37.70  0.08541  <-train
   17   0.7840    197    38.48  0.08555
   18   0.7849    202    39.45  0.08688
   19   0.7854    206    40.23  0.08514
   20   0.7877    210    41.02  0.08857
   21   0.7883    215    41.99  0.08972
   22   0.7870    222    43.36  0.08784
   23   0.7873    224    43.75  0.08905
   24   0.7872    226    44.14  0.08927
   25   0.7881    226    44.14  0.08902
   26   0.7906    229    44.73  0.08615
   27   0.7920    232    45.31  0.08702
   28   0.7936    232    45.31  0.08789
   29   0.7976    234    45.70  0.08755
   30   0.7984    238    46.48  0.09185
   31   0.7975    240    46.88  0.08804
   32   0.7957    240    46.88  0.08982
   33   0.7958    240    46.88  0.08910
   34   0.7973    240    46.88  0.09045
   35   0.7990    243    47.46  0.08729
   36   0.7989    244    47.66  0.08389
   37   0.7992    247    48.24  0.08509
   38   0.8004    248    48.44  0.08553
   39   0.8021    249    48.63  0.08854
   40   0.7991    250    48.83  0.08912
   41   0.8003    251    49.02  0.08883
   42   0.8002    252    49.22  0.08676
   43   0.8019    253    49.41  0.08548
   44   0.8048    254    49.61  0.08531
   45   0.8059    254    49.61  0.08541
   46   0.8048    255    49.80  0.08427
   47   0.8075    256    50.00  0.08495
   48   0.8104    257    50.20  0.08355
   49   0.8097    258    50.39  0.08401
   50   0.8118    258    50.39  0.08261
   51   0.8152    259    50.59  0.08343
   52   0.8139    262    51.17  0.08201
   53   0.8161    265    51.76  0.08042
   54   0.8136    266    51.95  0.08148
   55   0.8140    266    51.95  0.08314
   56   0.8155    267    52.15  0.08169
   57   0.8164    268    52.34  0.07964
   58   0.8163    268    52.34  0.08032
   59   0.8166    269    52.54  0.08273
   60   0.8183    269    52.54  0.08218
   61   0.8211    269    52.54  0.08324
   62   0.8187    270    52.73  0.08034
   63   0.8195    271    52.93  0.07882
   64   0.8198    273    53.32  0.07899
   65   0.8203    273    53.32  0.07846
   66   0.8203    275    53.71  0.07989
   67   0.8232    275    53.71  0.08001
   68   0.8238    277    54.10  0.07757
   69   0.8251    278    54.30  0.07697
   70   0.8244    279    54.49  0.07516
   71   0.8256    280    54.69  0.07294
   72   0.8257    281    54.88  0.07588
   73   0.8251    284    55.47  0.07487
   74   0.8244    283    55.27  0.07615
   75   0.8263    284    55.47  0.07682
   76   0.8265    284    55.47  0.07653
   77   0.8261    285    55.66  0.07608
   78   0.8257    285    55.66  0.07562
   79   0.8261    285    55.66  0.07359
   80   0.8276    286    55.86  0.07393
   81   0.8259    287    56.05  0.07094
   82   0.8249    288    56.25  0.07082
   83   0.8280    288    56.25  0.07108
   84   0.8286    289    56.45  0.07234
   85   0.8297    289    56.45  0.07058
   86   0.8271    289    56.45  0.07306
   87   0.8256    289    56.45  0.07176
   88   0.8267    291    56.84  0.07453
   89   0.8264    291    56.84  0.07458
   90   0.8265    291    56.84  0.07591
   91   0.8263    291    56.84  0.07294
   92   0.8271    292    57.03  0.07111
   93   0.8263    292    57.03  0.07125
   94   0.8275    292    57.03  0.07446
   95   0.8296    292    57.03  0.07477
   96   0.8290    292    57.03  0.07222
   97   0.8308    292    57.03  0.07212
   98   0.8291    292    57.03  0.07055
   99   0.8313    292    57.03  0.07161
  100   0.8309    292    57.03  0.07255
  101   0.8323    293    57.23  0.07248
  102   0.8326    293    57.23  0.07087
  103   0.8339    293    57.23  0.07128
  104   0.8344    293    57.23  0.07287
  105   0.8341    294    57.42  0.06817
  106   0.8359    296    57.81  0.06879
  107   0.8350    297    58.01  0.06846
  108   0.8369    298    58.20  0.06985
  109   0.8374    298    58.20  0.06805
  110   0.8348    298    58.20  0.07024
  111   0.8345    299    58.40  0.06901
  112   0.8355    300    58.59  0.06858
  113   0.8354    301    58.79  0.06988
  114   0.8336    301    58.79  0.06990
  115   0.8350    302    58.98  0.07142
  116   0.8353    302    58.98  0.07227
  117   0.8381    302    58.98  0.06971
  118   0.8369    302    58.98  0.06708
  119   0.8365    304    59.38  0.06853
  120   0.8366    304    59.38  0.06899
  121   0.8380    304    59.38  0.06836
  122   0.8399    305    59.57  0.06805
  123   0.8415    305    59.57  0.06865
  124   0.8386    306    59.77  0.06790
  125   0.8373    306    59.77  0.06814
  126   0.8379    306    59.77  0.06636
  127   0.8381    306    59.77  0.06494
  128   0.8390    308    60.16  0.06257

train seg16: acc 0.7809  exact 193/512 (37.70%)
best acc:    seg 123  0.8415  (+0.0606)
best exact:  seg 128  308/512 (60.16%)  (+115, +22.46%p)
