# seg_extrap  step=150000  weights=ema  segs=128  n=512  elapsed=59s
# cfg: d=832 H=8 blocks=8 layers=1 order=pre stdp=faithful/beta lam_fixed=-1.0 gain_fixed=-1.0 read=add diag=keep dist_decay=True
  seg      acc  exact   exact%    churn
    1   0.6709     10     1.95  0.00000
    2   0.7129     13     2.54  0.16903
    3   0.7388     33     6.45  0.10380
    4   0.7531     77    15.04  0.07294
    5   0.7602    111    21.68  0.05879
    6   0.7661    128    25.00  0.05076
    7   0.7693    150    29.30  0.05389
    8   0.7698    155    30.27  0.05314
    9   0.7696    159    31.05  0.05625
   10   0.7707    163    31.84  0.06062
   11   0.7711    167    32.62  0.06580
   12   0.7705    172    33.59  0.07176
   13   0.7712    178    34.77  0.07716
   14   0.7742    183    35.74  0.08242
   15   0.7763    187    36.52  0.08678
   16   0.7783    193    37.70  0.08960  <-train
   17   0.7778    197    38.48  0.08946
   18   0.7798    199    38.87  0.09165
   19   0.7815    202    39.45  0.09580
   20   0.7827    205    40.04  0.09551
   21   0.7821    205    40.04  0.10110
   22   0.7836    206    40.23  0.09942
   23   0.7841    206    40.23  0.10086
   24   0.7855    209    40.82  0.09908
   25   0.7851    213    41.60  0.09650
   26   0.7850    215    41.99  0.09626
   27   0.7891    219    42.77  0.09778
   28   0.7905    221    43.16  0.09578
   29   0.7925    224    43.75  0.09445
   30   0.7928    227    44.34  0.09129
   31   0.7948    231    45.12  0.08939
   32   0.7948    232    45.31  0.09187
   33   0.7983    233    45.51  0.09081
   34   0.7969    233    45.51  0.09187
   35   0.7990    234    45.70  0.09199
   36   0.7991    239    46.68  0.08999
   37   0.7979    240    46.88  0.08876
   38   0.7980    241    47.07  0.08857
   39   0.7992    243    47.46  0.09086
   40   0.8005    245    47.85  0.08951
   41   0.8025    245    47.85  0.08693
   42   0.8050    245    47.85  0.08579
   43   0.8056    246    48.05  0.08695
   44   0.8056    247    48.24  0.08714
   45   0.8066    248    48.44  0.08379
   46   0.8073    251    49.02  0.08357
   47   0.8106    251    49.02  0.08697
   48   0.8113    252    49.22  0.08666
   49   0.8122    252    49.22  0.08526
   50   0.8118    254    49.61  0.08239
   51   0.8090    255    49.80  0.08206
   52   0.8102    257    50.20  0.08398
   53   0.8133    257    50.20  0.08177
   54   0.8131    260    50.78  0.08099
   55   0.8116    261    50.98  0.07986
   56   0.8118    264    51.56  0.08126
   57   0.8121    265    51.76  0.07868
   58   0.8135    265    51.76  0.07967
   59   0.8157    269    52.54  0.08131
   60   0.8172    269    52.54  0.07851
   61   0.8180    270    52.73  0.07646
   62   0.8164    270    52.73  0.07424
   63   0.8190    273    53.32  0.07333
   64   0.8234    274    53.52  0.07294
   65   0.8248    276    53.91  0.07328
   66   0.8270    278    54.30  0.07718
   67   0.8267    278    54.30  0.07617
   68   0.8258    279    54.49  0.07528
   69   0.8269    279    54.49  0.07593
   70   0.8262    279    54.49  0.07612
   71   0.8259    279    54.49  0.07335
   72   0.8245    280    54.69  0.07581
   73   0.8253    281    54.88  0.07509
   74   0.8221    281    54.88  0.07046
   75   0.8205    281    54.88  0.07328
   76   0.8207    281    54.88  0.07352
   77   0.8197    281    54.88  0.07335
   78   0.8201    281    54.88  0.07528
   79   0.8204    281    54.88  0.07634
   80   0.8211    281    54.88  0.07535
   81   0.8232    281    54.88  0.07451
   82   0.8220    282    55.08  0.07224
   83   0.8250    282    55.08  0.07231
   84   0.8281    282    55.08  0.07547
   85   0.8288    282    55.08  0.07335
   86   0.8283    283    55.27  0.06966
   87   0.8289    284    55.47  0.06908
   88   0.8293    285    55.66  0.06937
   89   0.8257    286    55.86  0.07092
   90   0.8254    286    55.86  0.07087
   91   0.8240    287    56.05  0.07128
   92   0.8286    289    56.45  0.07282
   93   0.8293    289    56.45  0.07444
   94   0.8284    290    56.64  0.07542
   95   0.8294    290    56.64  0.07644
   96   0.8289    291    56.84  0.07195
   97   0.8293    290    56.64  0.06911
   98   0.8283    290    56.64  0.06944
   99   0.8287    290    56.64  0.06937
  100   0.8305    291    56.84  0.06969
  101   0.8294    291    56.84  0.06778
  102   0.8298    291    56.84  0.07210
  103   0.8302    292    57.03  0.06749
  104   0.8270    293    57.23  0.06809
  105   0.8283    293    57.23  0.07296
  106   0.8290    294    57.42  0.06925
  107   0.8314    294    57.42  0.07087
  108   0.8312    294    57.42  0.06901
  109   0.8319    294    57.42  0.06896
  110   0.8332    294    57.42  0.06694
  111   0.8349    294    57.42  0.07017
  112   0.8355    295    57.62  0.06790
  113   0.8332    295    57.62  0.06788
  114   0.8315    296    57.81  0.07198
  115   0.8331    296    57.81  0.07133
  116   0.8319    296    57.81  0.06899
  117   0.8333    296    57.81  0.07060
  118   0.8341    297    58.01  0.06764
  119   0.8344    297    58.01  0.06698
  120   0.8358    298    58.20  0.06821
  121   0.8362    301    58.79  0.06660
  122   0.8359    301    58.79  0.06542
  123   0.8358    301    58.79  0.06766
  124   0.8367    302    58.98  0.06397
  125   0.8400    303    59.18  0.06592
  126   0.8389    303    59.18  0.06670
  127   0.8378    304    59.38  0.06576
  128   0.8367    304    59.38  0.06580

train seg16: acc 0.7783  exact 193/512 (37.70%)
best acc:    seg 125  0.8400  (+0.0617)
best exact:  seg 127  304/512 (59.38%)  (+111, +21.68%p)
